" Datos Básicos  - Tractores Industriales"
"Datos de: INDICADOR=TRACTORES INDUSTRIALES"
"FAMILIA INDICADOR",,"VEHÍCULOS",
"INDICADOR",,"TRACTORES INDUSTRIALES",
,,VALOR,
FECHA,MUNICIPIO,Sum,
,"40078 FRESNEDA DE CUELLAR",           9,
,"40079 FRESNO DE CANTESPINO",           1,
,"40080 FRESNO DE LA FUENTE",           1,
,"40081 FRUMALES",           1,
,"40082 FUENTE DE SANTA CRUZ",           1,
,"40086 FUENTEPELAYO",          34,
,"40088 FUENTERREBOLLO",           4,
,"40089 FUENTESAUCO DE FUENTIDUEÑA",           2,
,"40091 FUENTESOTO",           6,
,"40095 GOMEZSERRACIN",          13,
,"40097 GRAJERA",           4,
,"40100 HONTALBILLA",           1,
,"40101 HONTANARES DE ERESMA",           6,
,"40103 HUERTOS (LOS)",          10,
,"40105 JUARROS DE RIOMOROS",           4,
,"40106 JUARROS DE VOLTOYA",           4,
,"40110 LASTRAS DE CUELLAR",           4,
,"40112 LASTRILLA (LA)",          24,
,"40113 LOSA (LA)",           1,
,"40119 MARTIN MIGUEL",           3,
,"40121 MARTIN MUÑOZ DE LAS POSADAS",          10,
,"40122 MARUGAN",           1,
,"40123 MATABUENA",           1,
,"40124 MATA DE CUELLAR",          13,
,"40126 MELQUE DE CERCOS",           2,
,"40127 MEMBIBRE DE LA HOZ",           2,
,"40128 MIGUELAÑEZ",           3,
,"40130 MONTEJO DE LA VEGA DE LA SERREZUELA",           1,
,"40134 MOZONCILLO",          21,
,"40135 MUÑOPEDRO",           8,
,"40138 NAVA DE LA ASUNCION",          21,
,"40139 NAVAFRIA",           1,
,"40141 NAVALMANZANO",          29,
,"40143 NAVARES DE ENMEDIO",           1,
,"40144 NAVARES DE LAS CUEVAS",           1,
,"40145 NAVAS DE ORO",           4,
,"40148 NIEVA",           7,
,"40149 OLOMBRADA",          16,
,"40151 ORTIGOSA DE PESTAÑO",           9,
,"40152 OTERO DE HERREROS",           4,
,"40155 PALAZUELOS DE ERESMA",           9,
,"40156 PEDRAZA",           1,
,"40159 PINAREJOS",           6,
,"40160 PINARNEGRILLO",           1,
,"40161 CARABIAS",          10,
,"40162 PRADENA",           4,
,"40164 RAPARIEGOS",           5,
,"40166 REMONDO",           1,
,"40170 RIAZA",           7,
,"40173 RODA DE ERESMA",           1,
,"40174 SACRAMENIA",           4,
,"40176 SAMBOAL",           3,
,"40179 SANCHONUÑO",          29,
,"40180 SANGARCIA",           1,
,"40181 REAL SITIO DE SAN ILDEFONSO",          31,
,"40182 SAN MARTIN Y MUDRIAN",           5,
,"40183 SAN MIGUEL DE BERNUY",          18,
,"40184 SAN PEDRO DE GAILLOS",           5,
,"40185 SANTA MARIA LA REAL DE NIEVA",          24,
,"40186 SANTA MARTA DEL CERRO",           1,
,"40189 SANTIUSTE DE SAN JUAN BAUTISTA",          12,
,"40193 SEBULCOR",          14,
,"40194 SEGOVIA",         125,
,"40195 SEPULVEDA",          36,
,"40200 TABANERA LA LUENGA",           4,
,"40203 TORRECABALLEROS",           4,
,"40205 TORREIGLESIAS",           3,
,"40206 TORRE VAL DE SAN PEDRO",           1,
,"40207 TRESCASAS",           9,
,"40208 TUREGANO",          16,
,"40210 URUEÑAS",           2,
,"40214 VALSECA",           1,
,"40216 VALVERDE DEL MAJANO",          59,
,"40218 VALLE DE TABLADILLO",           1,
,"40219 VALLELADO",           3,
,"40220 VALLERUELA DE PEDRAZA",           4,
,"40222 VEGANZONES",           1,
,"40225 VILLACASTIN",          35,
,"40228 VILLAVERDE DE ISCAR",           5,
,"40231 YANGUAS DE ERESMA",           1,
,"40233 ZARZUELA DEL MONTE",           2,
,"40234 ZARZUELA DEL PINAR",           1,
,"40901 ORTIGOSA DEL MONTE",           6,
,"40902 COZUELOS DE FUENTIDUEÑA",           1,
,"40903 MARAZOLEJA",           5,
,"40906 SAN CRISTOBAL DE SEGOVIA",           1,
,"42001 ABEJAR",           1,
,"42004 AGREDA",          37,
,"42007 ALCUBILLA DE AVELLANEDA",           1,
,"42008 ALCUBILLA DE LAS PEÑAS",           2,
,"42018 ALMALUEZ",           1,
,"42019 ALMARZA",           1,
,"42020 ALMAZAN",          60,
,"42022 ALMENAR DE SORIA",           4,
,"42025 ARCOS DE JALON",           2,
,"42026 ARENILLAS",           1,
,"42027 AREVALO DE LA SIERRA",           1,
,"42030 BARCA",           1,
,"42032 BAYUBAS DE ABAJO",           1,
,"42035 BERLANGA DE DUERO",           2,
,"42042 BUITRAGO",           3,
,"42043 BURGO DE OSMA-CIUDAD DE OSMA",          39,
,"42045 CABREJAS DEL PINAR",           3,
,"42057 CASTILRUIZ",          11,
,"42058 CASTILLEJO DE ROBLEDO",           1,
,"42063 CIHUELA",           1,
,"42068 COSCURITA",           4,
,"42069 COVALEDA",          34,
,"42076 DEZA",           1,
,"42078 DURUELO DE LA SIERRA",          13,
,"42080 ESPEJA DE SAN MARCELINO",           1,
,"42081 ESPEJON",           1,
,"42090 FUENTEPINILLA",           1,
,"42094 GARRAY",           2,
,"42095 GOLMAYO",          74,
,"42096 GOMARA",           3,
,"42103 LANGA DE DUERO",           2,
,"42107 MAGAÑA",           1,
,"42110 MATALEBRERAS",           2,
,"42111 MATAMALA DE ALMAZAN",           3,
,"42113 MEDINACELI",          17,
,"42117 MOLINOS DE DUERO",           2,
,"42120 MONTEJO DE TIERMES",           1,
,"42125 MURIEL VIEJO",           2,
,"42128 NARROS",           4,
,"42129 NAVALENO",          36,
,"42130 NEPAS",           4,
,"42132 NOVIERCAS",           5,
,"42134 OLVEGA",         217,
,"42135 ONCALA",           1,
,"42144 QUINTANA REDONDA",           1,
,"42149 RABANOS (LOS)",           2,
,"42152 RECUERDA",           1,
,"42154 RENIEBLAS",           1,
,"42160 ROYO (EL)",           2,
,"42162 SAN ESTEBAN DE GORMAZ",          16,
,"42163 SAN FELICES",           1,
,"42164 SAN LEONARDO DE YAGÜE",           9,
,"42171 SERON DE NAGIMA",           5,
,"42173 SORIA",         200,
,"42181 TARDELCUENDE",           5,
,"42197 VALDERRODILLA",           2,
,"42215 VINUESA",           9,
,"47004 ALAEJOS",          14,
,"47005 ALCAZAREN",          28,
,"47007 ALDEAMAYOR DE SAN MARTIN",          55,
,"47009 AMUSQUILLO",           2,
,"47010 ARROYO DE LA ENCOMIENDA",          31,
,"47011 ATAQUINES",          23,
,"47012 BAHABON",           1,
,"47014 BARRUELO DEL VALLE",           1,
,"47015 BECILLA DE VALDERADUEY",           4,
,"47017 BERCERO",           2,
,"47020 BOBADILLA DEL CAMPO",          11,
,"47021 BOCIGAS",           1,
,"47023 BOECILLO",          21,
,"47025 BRAHOJOS DE MEDINA",           1,
,"47026 BUSTILLO DE CHAVES",           1,
,"47027 CABEZON DE PISUERGA",          24,
,"47028 CABEZON DE VALDERADUEY",           1,
,"47030 CAMPASPERO",          16,
,"47031 CAMPILLO (EL)",           2,
,"47032 CAMPORREDONDO",           1,
,"47033 CANALEJAS DE PEÑAFIEL",           1,
,"47035 CARPIO",          20,
,"47036 CASASOLA DE ARION",           1,
,"47037 CASTREJON DE TRABANCOS",           1,
,"47038 CASTRILLO DE DUERO",           2,
,"47039 CASTRILLO-TEJERIEGO",           3,
,"47045 CASTRONUÑO",           5,
,"47046 CASTROPONCE",           1,
,"47047 CASTROVERDE DE CERRATO",           4,
,"47049 CERVILLEGO DE LA CRUZ",           3,
,"47050 CIGALES",           5,
,"47051 CIGUÑUELA",           8,
,"47052 CISTERNIGA",         175,
,"47053 COGECES DE ISCAR",           1,
,"47054 COGECES DEL MONTE",          15,
,"47055 CORCOS",           7,
,"47057 CUBILLAS DE SANTA MARTA",           6,
,"47058 CUENCA DE CAMPOS",           5,
,"47060 ENCINAS DE ESGUEVA",           1,
,"47061 ESGUEVILLAS DE ESGUEVA",           4,
,"47065 FRESNO EL VIEJO",           8,
,"47066 FUENSALDAÑA",          17,
,"47067 FUENTE EL SOL",           7,
,"47070 GATON DE CAMPOS",           1,
,"47071 GERIA",           2,
,"47073 HERRIN DE CAMPOS",           2,
,"47074 HORNILLOS DE ERESMA",           1,
,"47075 ISCAR",          46,
,"47076 LAGUNA DE DUERO",          90,
,"47081 MARZALES",           4,
,"47082 MATAPOZUELOS",          13,
,"47084 MAYORGA",           6,
,"47085 MEDINA DEL CAMPO",          90,
,"47086 MEDINA DE RIOSECO",          58,
,"47087 MEGECES",           1,
,"47089 MELGAR DE ARRIBA",           1,
,"47090 MOJADOS",          65,
,"47092 MONTEALEGRE DE CAMPOS",           2,
,"47093 MONTEMAYOR DE PILILLA",           2,
,"47095 MORALEJA DE LAS PANADERAS",           3,
,"47097 MOTA DEL MARQUES",           2,
,"47100 MURIEL",           1,
,"47101 NAVA DEL REY",           3,
,"47103 OLIVARES DE DUERO",           1,
,"47104 OLMEDO",          35,
,"47109 PALAZUELO DE VEDIJA",           2,
,"47110 PARRILLA (LA)",           1,
,"47111 PEDRAJA DE PORTILLO (LA)",          20,
,"47112 PEDRAJAS DE SAN ESTEBAN",          27,
,"47113 PEDROSA DEL REY",          15,
,"47114 PEÑAFIEL",          43,
,"47115 PEÑAFLOR DE HORNIJA",           7,
,"47116 PESQUERA DE DUERO",           4,
,"47117 PIÑA DE ESGUEVA",          44,
,"47121 POLLOS",           2,
,"47122 PORTILLO",          27,
,"47123 POZAL DE GALLINAS",          16,
,"47124 POZALDEZ",           1,
,"47127 QUINTANILLA DE ARRIBA",           1,
,"47129 QUINTANILLA DE ONESIMO",          75,
,"47132 RAMIRO",           2,
,"47133 RENEDO DE ESGUEVA",          12,
,"47134 ROALES DE CAMPOS",           1,
,"47138 RUBI DE BRACAMONTE",           2,
,"47139 RUEDA",           5,
,"47140 SAELICES DE MAYORGA",           5,
,"47141 SALVADOR DE ZAPARDIEL",          20,
,"47145 SAN MIGUEL DEL ARROYO",           5,
,"47146 SAN MIGUEL DEL PINO",           4,
,"47148 SAN PEDRO DE LATARCE",           5,
,"47150 SAN ROMAN DE HORNIJA",           1,
,"47154 SANTIBAÑEZ DE VALCORBA",           2,
,"47155 SANTOVENIA DE PISUERGA",          59,
,"47158 SECA (LA)",           2,
,"47159 SERRADA",           3,
,"47160 SIETE IGLESIAS DE TRABANCOS",           3,
,"47161 SIMANCAS",           8,
,"47163 TIEDRA",           5,
,"47165 TORDESILLAS",          56,
,"47171 TORRELOBATON",           1,
,"47172 TORRESCARCELA",           3,
,"47174 TRIGUEROS DEL VALLE",           1,
,"47175 TUDELA DE DUERO",          40,
,"47178 URUEÑA",           2,
,"47179 VALBUENA DE DUERO",           4,
,"47182 VALDESTILLAS",          12,
,"47183 VALDUNQUILLO",           1,
,"47184 VALORIA LA BUENA",           2,
,"47186 VALLADOLID",        1069,
,"47188 VEGA DE VALDETRONCO",           1,
,"47190 VELILLA",           1,
,"47191 VELLIZA",           2,
,"47192 VENTOSA DE LA CUESTA",           3,
,"47193 VIANA DE CEGA",           2,
,"47194 VILORIA",           4,
,"47197 VILLABRAGIMA",           2,
,"47198 VILLACARRALON",           3,
,"47199 VILLACID DE CAMPOS",           1,
,"47200 VILLACO",           3,
,"47204 VILLAFRANCA DE DUERO",           4,
,"47205 VILLAFRECHOS",           1,
,"47206 VILLAFUERTE",           2,
,"47208 VILLAGOMEZ LA NUEVA",           2,
,"47210 VILLALAR DE LOS COMUNEROS",           4,
,"47212 VILLALBA DE LOS ALCORES",           2,
,"47213 VILLALBARBA",           2,
,"47214 VILLALON DE CAMPOS",          12,
,"47217 VILLANUBLA",          12,
,"47221 VILLANUEVA DE LOS INFANTES",           1,
,"47222 VILLANUEVA DE SAN MANCIO",           1,
,"47223 VILLARDEFRADES",           3,
,"47225 VILLASEXMIR",           3,
,"47227 VILLAVELLID",           2,
,"47228 VILLAVERDE DE MEDINA",           1,
,"47231 ZARATAN",          34,
,"47232 ZARZA (LA)",           3,
,"49003 ALCAÑICES",           8,
,"49014 ARQUILLINOS",           2,
,"49015 ARRABALDE",           2,
,"49018 AYOO DE VIDRIALES",           1,
,"49020 BELVER DE LOS MONTES",           2,
,"49021 BENAVENTE",         186,
,"49023 BERMILLO DE SAYAGO",          10,
,"49024 BOVEDA DE TORO (LA)",          20,
,"49029 BURGANES DE VALVERDE",           2,
,"49033 CAMARZANA DE TERA",           4,
,"49034 CAÑIZAL",           3,
,"49041 CASTROGONZALO",          52,
,"49042 CASTRONUEVO",           5,
,"49046 CERECINOS DE CAMPOS",          15,
,"49047 CERECINOS DEL CARRIZAL",           1,
,"49048 CERNADILLA",           4,
,"49050 COBREROS",           6,
,"49052 COOMONTE",           6,
,"49053 CORESES",          56,
,"49054 CORRALES DEL VINO",          13,
,"49058 CUBO DE TIERRA DEL VINO (EL)",           1,
,"49063 FARAMONTANOS DE TABARA",           2,
,"49064 FARIZA",           1,
,"49065 FERMOSELLE",           3,
,"49066 FERRERAS DE ABAJO",           2,
,"49067 FERRERAS DE ARRIBA",           1,
,"49068 FERRERUELA",           2,
,"49071 FONFRIA",           1,
,"49075 FRESNO DE LA POLVOROSA",           1,
,"49076 FRESNO DE LA RIBERA",           4,
,"49079 FUENTE ENCALADA",           3,
,"49080 FUENTELAPEÑA",           9,
,"49081 FUENTESAUCO",          13,
,"49082 FUENTES DE ROPEL",           1,
,"49084 FUENTESPREADAS",           5,
,"49085 GALENDE",           2,
,"49091 GRANJA DE MORERUELA",           2,
,"49092 GRANUCILLO",           1,
,"49093 GUARRATE",           2,
,"49095 HINIESTA (LA)",           2,
,"49096 JAMBRINA",           1,
,"49100 LUBIAN",           3,
,"49102 MADERAL (EL)",           3,
,"49104 MAHIDE",           1,
,"49105 MAIRE DE CASTROPONCE",           1,
,"49109 MANGANESES DE LA POLVOROSA",           6,
,"49113 MATILLA DE ARZON",           1,
,"49116 MELGAR DE TERA",           6,
,"49117 MICERECES DE TERA",           1,
,"49122 MONFARRACINOS",           4,
,"49123 MONTAMARTA",          12,
,"49125 MORALEJA DEL VINO",          10,
,"49127 MORALES DEL VINO",           5,
,"49128 MORALES DE REY",           3,
,"49129 MORALES DE TORO",           8,
,"49130 MORALES DE VALVERDE",           1,
,"49135 MUELAS DEL PAN",           3,
,"49137 NAVIANOS DE VALVERDE",           9,
,"49142 PALACIOS DEL PAN",           1,
,"49146 PEGO (EL)",           1,
,"49148 PELEAS DE ABAJO",           2,
,"49149 PEÑAUSENDE",           1,
,"49150 PEQUE",           1,
,"49151 PERDIGON (EL)",           3,
,"49156 PINILLA DE TORO",           1,
,"49158 PIÑERO (EL)",           2,
,"49159 POBLADURA DEL VALLE",          19,
,"49163 POZOANTIGUO",           1,
,"49166 PUEBLA DE SANABRIA",          11,
,"49167 PUEBLICA DE VALVERDE",           3,
,"49171 QUIRUELAS DE VIDRIALES",           1,
,"49172 RABANALES",           2,
,"49173 RABANO DE ALISTE",           1,
,"49174 REQUEJO",           3,
,"49175 REVELLINOS",           2,
,"49176 RIOFRIO DE ALISTE",           9,
,"49178 ROALES",           6,
,"49181 ROSINOS DE LA REQUEJADA",           4,
,"49185 SAN AGUSTIN DEL POZO",           3,
,"49187 SAN CRISTOBAL DE ENTREVIÑAS",          27,
,"49191 SAN MIGUEL DE LA RIBERA",           3,
,"49192 SAN MIGUEL DEL VALLE",           1,
,"49193 SAN PEDRO DE CEQUE",           1,
,"49199 SANTA COLOMBA DE LAS MONJAS",           1,
,"49200 SANTA CRISTINA DE LA POLVOROSA",           7,
,"49201 SANTA CROYA DE TERA",           4,
,"49203 SANTA MARIA DE LA VEGA",           4,
,"49205 SANTIBAÑEZ DE TERA",           5,
,"49206 SANTIBAÑEZ DE VIDRIALES",           5,
,"49207 SANTOVENIA",           1,
,"49209 SAN VITERO",           2,
,"49210 SANZOLES",           1,
,"49214 TABARA",           1,
,"49216 TAPIOLES",           1,
,"49219 TORO",         123,
,"49222 TORRES DEL CARRIZAL",           3,
,"49223 TRABAZOS",           1,
,"49227 VALCABADO",           2,
,"49234 VENIALBO",           5,
,"49235 VEZDEMARBAN",          10,
,"49238 VILLABRAZARO",           1,
,"49239 VILLABUENA DEL PUENTE",          14,
,"49242 VILLAFAFILA",           2,
,"49245 VILLALAZAN",          11,
,"49247 VILLALCAMPO",           1,
,"49250 VILLALPANDO",           3,
,"49255 VILLAMOR DE LOS ESCUDEROS",           5,
,"49256 VILLANAZAR",           1,
,"49257 VILLANUEVA DE AZOAGUE",           9,
,"49261 VILLARALBO",          13,
,"49262 VILLARDECIERVOS",           1,
,"49267 VILLARDONDIEGO",           2,
,"49268 VILLARRIN DE CAMPOS",           3,
,"49271 VILLAVEZA DEL AGUA",           1,
,"49275 ZAMORA",         166,
,"TOTAL",       14728,
"2015","05001 ADANERO",           4,
,"05002 ADRADA (LA)",           2,
,"05007 ALDEANUEVA DE SANTA CRUZ",           1,
,"05012 AMAVIDA",           1,
,"05013 ARENAL (EL)",           3,
,"05014 ARENAS DE SAN PEDRO",          17,
,"05016 AREVALO",         167,
,"05017 AVEINTE",           8,
,"05019 AVILA",         204,
,"05021 BARCO DE AVILA (EL)",           6,
,"05022 BARRACO (EL)",           4,
,"05023 BARROMAN",           7,
,"05026 BERCIAL DE ZAPARDIEL",           5,
,"05027 BERLANAS (LAS)",           8,
,"05038 BONILLA DE LA SIERRA",           2,
,"05042 CABEZAS DE ALAMBRE",           4,
,"05043 CABEZAS DEL POZO",           1,
,"05044 CABEZAS DEL VILLAR",           6,
,"05045 CABIZUELA",           1,
,"05046 CANALES",           3,
,"05047 CANDELEDA",          23,
,"05049 CARDEÑOSA",           3,
,"05056 CASTELLANOS DE ZAPARDIEL",           1,
,"05057 CEBREROS",          12,
,"05059 CILLAN",           1,
,"05060 CISLA",           1,
,"05061 COLILLA (LA)",          11,
,"05065 CRESPOS",           9,
,"05066 CUEVAS DEL VALLE",           5,
,"05074 FONTIVEROS",           9,
,"05076 FRESNO (EL)",           1,
,"05077 FUENTE EL SAUZ",           2,
,"05085 GIL GARCIA",           1,
,"05086 GIMIALCON",           2,
,"05087 GOTARRENDURA",           1,
,"05089 GUISANDO",           1,
,"05092 HERNANSANCHO",          10,
,"05095 HIGUERA DE LAS DUEÑAS",           1,
,"05099 HORCAJO DE LAS TORRES",           1,
,"05100 HORNILLO (EL)",           2,
,"05101 HOYOCASERO",           1,
,"05102 HOYO DE PINARES (EL)",           3,
,"05109 LANGA",           1,
,"05110 LANZAHITA",           4,
,"05114 MADRIGAL DE LAS ALTAS TORRES",           3,
,"05115 MAELLO",           5,
,"05117 MAMBLAS",           2,
,"05121 MARTIHERRERO",           2,
,"05122 MARTINEZ",           1,
,"05124 MEDINILLA",           1,
,"05128 MINGORRIA",           5,
,"05132 MOMBELTRAN",           3,
,"05134 MORALEJA DE MATACABRAS",           1,
,"05135 MUÑANA",           6,
,"05139 MUÑOGRANDE",           1,
,"05140 MUÑOMER DEL PECO",           3,
,"05143 MUÑOTELLO",           2,
,"05149 NARROS DE SALDUEÑA",           1,
,"05152 NAVA DE AREVALO",          14,
,"05153 NAVA DEL BARCO",           1,
,"05157 NAVALACRUZ",           1,
,"05158 NAVALMORAL",          46,
,"05160 NAVALOSA",           1,
,"05161 NAVALPERAL DE PINARES",           1,
,"05163 NAVALUENGA",           9,
,"05165 NAVARREDONDA DE GREDOS",           2,
,"05168 NAVAS DEL MARQUES (LAS)",          43,
,"05169 NAVATALGORDO",           2,
,"05172 NIHARRA",           2,
,"05175 OSO (EL)",           2,
,"05176 PADIERNOS",           4,
,"05177 PAJARES DE ADAJA",           1,
,"05178 PALACIOS DE GODA",           3,
,"05179 PAPATRIGO",           3,
,"05183 PEDRO-RODRIGUEZ",           2,
,"05186 PIEDRAHITA",           3,
,"05187 PIEDRALAVES",           3,
,"05189 POYALES DEL HOYO",           1,
,"05193 RASUEROS",           2,
,"05194 RIOCABADO",           1,
,"05195 RIOFRIO",           2,
,"05196 RIVILLA DE BARAJAS",           4,
,"05198 SALVADIOS",           2,
,"05201 SAN BARTOLOME DE PINARES",           1,
,"05204 SANCHIDRIAN",          18,
,"05212 SAN JUAN DEL MOLINILLO",           2,
,"05215 SAN MARTIN DE LA VEGA DEL ALBERCHE",           1,
,"05216 SAN MARTIN DEL PIMPOLLAR",           1,
,"05218 SAN MIGUEL DE SERREZUELA",           2,
,"05224 SANTA MARIA DEL ARROYO",           1,
,"05231 SAN VICENTE DE AREVALO",           6,
,"05235 SINLABAJOS",           2,
,"05238 SOLOSANCHO",           9,
,"05240 SOTILLO DE LA ADRADA",           5,
,"05241 TIEMBLO (EL)",          25,
,"05242 TIÑOSILLOS",          28,
,"05245 TORNADIZOS DE AVILA",          18,
,"05254 VELAYOS",           9,
,"05256 VILLAFLOR",           2,
,"05257 VILLAFRANCA DE LA SIERRA",           2,
,"05258 VILLANUEVA DE GOMEZ",           1,
,"05259 VILLANUEVA DEL ACERAL",           3,
,"05265 VITA",           1,
,"05266 ZAPARDIEL DE LA CAÑADA",           2,
,"05902 SANTA MARIA DEL CUBILLO",          27,
,"09003 ADRADA DE HAZA",          13,
,"09009 ALBILLOS",           5,
,"09010 ALCOCERO DE MOLA",           1,
,"09012 ALFOZ DE SANTA GADEA",           1,
,"09014 ALTOS (LOS)",          15,
,"09018 ARANDA DE DUERO",         571,
,"09019 ARANDILLA",           3,
,"09020 ARAUZO DE MIEL",           6,
,"09023 ARCOS",           3,
,"09024 ARENILLAS DE RIOPISUERGA",           1,
,"09026 ARLANZON",           1,
,"09029 ATAPUERCA",           3,
,"09030 AUSINES (LOS)",           1,
,"09032 AVELLANOSA DE MUÑO",           2,
,"09034 BALBASES (LOS)",           5,
,"09038 BARBADILLO DEL MERCADO",           1,
,"09045 BASCONCILLOS DEL TOZO",           1,
,"09048 BELORADO",          11,
,"09050 BERBERANA",           1,
,"09054 BOZOO",           1,
,"09056 BRIVIESCA",         115,
,"09058 BUNIEL",           2,
,"09059 BURGOS",         792,
